 Td        ID        Tj        Df        Dd        Db
 65      2246        61         1         3         4
 65      2250        62         0         3         3
 65      2053        13        48         4        52
 65      2014         4         0        61        61
 65       265        64         0         1         1
 65       262        64         0         1         1
 65       263        64         0         1         1
 66      2263        64         0         2         2
 66      2264        64         0         2         2
 66      2054        13         0        53        53
 66       259        63         0         3         3
 66       264        64         0         2         2
 66       266        65         0         1         1
 66       270        65         0         1         1
 66       257        63         0         3         3
 66       261        64         0         2         2
 66       267        65         0         1         1
 66       268        65         0         1         1
 66       275        66         0         0         0
 67      2269        65         0         2         2
 67       272        66         0         1         1
 67       269        65         0         2         2
 67       273        66         0         1         1
 67       274        66         0         1         1
 67       277        67         0         0         0
 67       280        67         0         0         0
 67       271        66         0         1         1
 68      2273        66         0         2         2
 68       276        67         0         1         1
 68       278        67         0         1         1
 68       279        67         0         1         1
 69      2277        67         0         2         2
 69      2279        67         0         2         2
 69       281        68         0         1         1
 69       282        68         0         1         1
 69       285        68         0         1         1
 69       289        69         0         0         0
 69       284        68         0         1         1
 70       286        69         0         1         1
 70       287        69         0         1         1
 70       291        70         0         0         0
 70       292        70         0         0         0
 70       294        70         0         0         0
 70       283        68         0         2         2
 70       288        69         0         1         1
 71       290        69         0         2         2
 71       293        70         0         1         1
 71       295        70         0         1         1
 71       296        71         0         0         0
 71       297        71         0         0         0
 72      2272        66         1         5         6
 72      2265        65         0         7         7
 72      2276        67         0         5         5
 72      2283        68         0         4         4
 72       300        71         0         1         1
 72       301        72         0         0         0
 72       302        72         0         0         0
 72       304        72         0         0         0
 72       305        72         0         0         0
 72       299        71         0         1         1
 73      2271        66         1         6         7
 73      2289        69         0         4         4
 73      2260        64         1         8         9
 73      2281        68         1         4         5
 73      2267        65         0         8         8
 73       303        72         0         1         1
 73       309        73         0         0         0
 73       306        73         0         0         0
 73       308        73         0         0         0
 73       310        73         0         0         0
 73       298        71         0         2         2
 74      2302        72         0         2         2
 74       315        74         0         0         0
 74       314        74         0         0         0
 75      2295        71         1         3         4
 75      2290        70         1         4         5
 75       311        74         0         1         1
 75       312        74         0         1         1
 75       313        74         0         1         1
 75       318        75         0         0         0
 75       307        73         0         2         2
 76      2278        67         1         8         9
 76      2312        74         0         2         2
 76      2293        70         1         5         6
 76      2294        70         1         5         6
 76       319        75         0         1         1
 76       316        75         0         1         1
 76       320        75         0         1         1
 76       317        75         0         1         1
 76       323        76         0         0         0
 76       322        76         0         0         0
 77      2304        72         1         4         5
 77      2292        70         1         6         7
 77       325        76         0         1         1
 77       321        76         0         1         1
 77       324        76         0         1         1

Battle result: Loss

Earth army statistics
Total earth soliders: 82
Total earth tanks: 78
Total earth gunnery: 165
Percentage of destructed earth soliders relative to total soliders: 100%
Percentage of destructed earth tanks relative to total tanks: 100%
Percentage of destructed earth gunnery relative to total gunnery: 100%
Percentage of total destructed units relative to total units: 100%
Average Delay before first being shot: 0.0276923
Average time to destruction after first shot: 1.04
Average battle time: 1.06769
Df/Db percentage: 2.59366 %
Dd/Db percentage: 97.4063%

Alien army statistics
Total alien soliders: 96
Total alien drones: 166
Total alien monsters: 63
Percentage of destructed alien soliders relative to total soliders: 94.7917%
Percentage of destructed alien drones relative to total drones: 8.43373%
Percentage of destructed alien monsters relative to total monsters: 90.4762%
Percentage of total destructed units relative to total units: 49.8462%
Average Delay before first being shot: 0.555556
Average time to destruction after first shot: 5.96296
Average battle time: 6.51852
Df/Db percentage: 8.52273%
Dd/Db percentage: 91.4773%
